id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,crypto_pair(usd)
compound-ether,ceth,cETH,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Compound Tokens', 'cToken', 'Ethereum Ecosystem']",2245703.98984514,2245703.98984514,463,Uniswap V2 (Ethereum),0X4DDC2D193948926D02F9B1FE9E1DAA0718270ED5/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
compounding-open-dollar,cusdo,Compounding OpenDollar,"['Ethereum Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem']",40385955.22515009,40385955.22515009,699,Curve (Ethereum),0XAD55AEBC9B8C03FC43CD9F62260391C13C23E7C0/0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48
compound-usd-coin,cusdc,cUSDC,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'Compound Tokens', 'Ethereum Ecosystem']",1439220908.251615,1439220908.251615,753,Uniswap V2 (Ethereum),0X39AA39C021DFBAE8FAC545936693AC917D5E7563/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
compound-wrapped-btc,cwbtc,cWBTC,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'cToken', 'Ethereum Ecosystem']",138200.67815352,138200.67815352,233,,/
comtech-gold,cgo,Comtech Gold,"['Tokenized Assets', 'Tokenized Gold', 'XDC Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",109000.0,109000.0,1400,BitMart,CGO/USDT
concordium,ccd,Concordium,"['Smart Contract Platform', 'Layer 1 (L1)', 'Decentralized Identifier (DID)', 'Zero Knowledge (ZK)']",11472701817.67851,13847678413.57866,593,BitMart,CCD/USDT
conflux-token,cfx,Conflux,"['Smart Contract Platform', 'DWF Labs Portfolio', 'Proof of Work (PoW)', 'GMCI Layer 1 Index', 'Sequoia Capital Portfolio', 'GMCI Index', 'Made in China']",5028384838.966196,5612756257.417854,158,Gate.io,CFX/USDT
concierge-io,ava,AVA (Travala),"['Tourism', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",67715013.0,67715013.0,749,Bitget,AVA/USDT
connex,conx,Connex,['BNB Chain Ecosystem'],1150000.0,100000000.0,1034,MEXC,CONX/USDT
constellation-labs,dag,Constellation,"['Smart Contract Platform', 'Layer 1 (L1)', 'Base Ecosystem', 'Layer 0 (L0)', 'Made in USA', 'Directed Acyclic Graph (DAG)']",3549997434.97413,3550000000.0,322,Biconomy.com,DAG/USDT
constellation-staked-eth,xreth,Constellation Staked ETH,['Ethereum Ecosystem'],4497.820543646006,4497.820543646006,1248,,/
constitutiondao,people,ConstitutionDAO,"['Meme', 'Ethereum Ecosystem', 'PolitiFi']",5066438921.357176,5066438921.357176,522,Gate.io,PEOPLE/USDT
contentos,cos,Contentos,"['Entertainment', 'NFT', 'BNB Chain Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",5176458774.0,9900474904.0,1129,Bitvavo,COS/EUR
convex-finance,cvx,Convex Finance,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Yield Aggregator', 'Ethereum Ecosystem', 'Metagovernance', 'Curve Ecosystem', 'Yield Optimizer']",81990703.72425415,99864959.19127537,292,Binance,CVX/USDT
cookie,cookie,Cookie DAO,"['Artificial Intelligence (AI)', 'Marketing', 'Analytics', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Base Ecosystem', 'AI Agents', 'Binance Alpha Spotlight']",449799018.2066542,999934568.0,676,Gate.io,COOKIE/USDT
coq-inu,coq,Coq Inu,"['Avalanche Ecosystem', 'Meme', 'Made in USA']",69420000000000.0,69420000000000.0,717,GroveX,COQ/USDT
coredaoorg,core,Core,"['Smart Contract Platform', 'Layer 1 (L1)', 'Bitcoin Sidechains', 'SideChain']",998418867.5495288,2100000000.0,149,OKX,CORE/USDT
coreum,coreum,Coreum,"['Smart Contract Platform', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'XRP Ledger Ecosystem']",649694844.343832,649694844.343832,485,Gate.io,COREUM/USDT
corgiai,corgiai,CorgiAI,"['Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Cronos Ecosystem', 'Dog-Themed', 'AI Meme']",343529362645.5707,372500000000.0,580,VVS Finance,0X6B431B8A964BFCF28191B07C91189FF4403957D0/0X5C7F8A570D578ED84E63FDFA7B1EE72DEAE1AE23
corn-3,corn,Corn,"['Infrastructure', 'Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Corn Ecosystem']",525000000.0,2100000000.0,849,Bybit,CORN/USDT
cornucopias,copi,Cornucopias,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse', 'Play To Earn', 'Cardano Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Gaming Governance Token', 'Gaming Utility Token', 'MMO']",1027326487.0,3840000000.0,1232,Gate.io,COPI/USDT
cortex,ctxc,Cortex,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)']",228602660.515625,299792458.0,821,HTX,CTXC/USDT
cortex-2,cx,Cortex,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'AI Agents', 'DeFAI']",1210000000.0,1646590000.0,778,Raydium (CLMM),CORTEXFV3FRCLKTGACR7ALQCKGH5EP7TP3Z9JHOKQMC6/SO11111111111111111111111111111111111111112
cosmos,atom,Cosmos Hub,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Cosmos Ecosystem', 'Canto Ecosystem', 'Alleged SEC Securities', 'Osmosis Ecosystem', 'Paradigm Portfolio', 'Proof of Stake (PoS)', 'Kava Ecosystem', 'Layer 0 (L0)', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Archway Ecosystem', 'Evmos Ecosystem', 'GMCI 30 Index', 'GMCI Index', 'Outlier Ventures Portfolio', 'Polychain Capital Portfolio', 'Coinbase 50 Index']",443500988.093008,443500988.093008,54,Binance,ATOM/USDT
coti,coti,COTI,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'Alleged SEC Securities', 'Privacy Blockchain']",1792309031.44,2000000000.0,367,Binance,COTI/USDT
counterparty,xcp,Counterparty,"['Smart Contract Platform', 'Proof of Work (PoW)']",2592517.22988124,2649272.0,1343,Dex-Trade,XCP/BTC
cow-protocol,cow,CoW Protocol,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Gnosis Chain Ecosystem', 'MEV Protection', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Intent', 'Delphi Ventures Portfolio', 'Blockchain Capital Portfolio']",416352734.5534417,1000000000.0,392,Gate.io,COW/USDT
covalent-x-token,cxt,Covalent X Token,"['Artificial Intelligence (AI)', 'Infrastructure', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Data Availability', 'Coinbase Ventures Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",910545779.3408602,1000000000.0,879,HTX,CXT/USDT
cratos,crts,Cratos,"['BNB Chain Ecosystem', 'Ethereum Ecosystem']",62855136453.0,100000000000.0,925,Bithumb,CRTS/KRW
creatorbid,bid,CreatorBid,"['BNB Chain Ecosystem', 'Base Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight']",268466796.9,999979940.9,1371,Hotcoin,BID/USDT
cream-2,cream,Cream,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Yearn Ecosystem', 'Lending/Borrowing Protocols', 'Near Protocol Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Alameda Research Portfolio', 'Energi Ecosystem', 'Sora Ecosystem']",2318435.708862487,2924546.335481161,1417,LATOKEN,CREAM/USDT
creditcoin-2,ctc,Creditcoin,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'DWF Labs Portfolio', 'Proof of Stake (PoS)']",439416053.0,599999997.0,217,Bybit,CTC/USDT
cronos-zkevm-cro,zkcro,Cronos zkEVM CRO,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Liquid Staking']",153948649.2663133,153948649.2663133,1185,Crypto.com Exchange,ZKCRO/CRO
cronos-id,croid,Cronos ID,['Cronos Ecosystem'],151303512.6072295,999555080.2573432,1854,VVS Finance,0XCBF0ADEA24FD5F32C6E7F0474F0D1B94ACE4E2E7/0X2D03BECE6747ADC00E1A131BBA1469C15FD11E03
cross-the-ages,cta,Cross The Ages,"['Gaming (GameFi)', 'NFT', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Card Games', 'Gaming Utility Token']",425941693.4456638,500000000.0,1590,Bybit,CTA/USDT
crown-by-third-time-games,crown,Crown by Third Time Games,"['Gaming (GameFi)', 'Solana Ecosystem', 'Animal Racing', 'Gaming Utility Token', 'Sports Games', 'Made in USA']",249807692.31,250000000.0,1139,Gate.io,CRWN/USDT
crow-with-knife,caw,crow with knife,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Cronos Ecosystem', 'Base Ecosystem']",767517736110978.9,767517736110978.9,1163,VVS Finance,0XCCCCCCCCDBEC186DC426F8B5628AF94737DF0E60/0X5C7F8A570D578ED84E63FDFA7B1EE72DEAE1AE23
crvusd,crvusd,crvUSD,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",116721429.6723975,116721429.6723975,371,Curve (Ethereum),0XF939E0A03FB07F59A73314E73794BE0E57AC1B4E/0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48
cryptex-finance,ctx,Cryptex Finance,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Synthetic Issuer', 'Ethereum Ecosystem', 'Base Ecosystem', 'Synthetic', 'Made in USA']",7515896.951174722,10000000.0,1298,HTX,CTX/USDT
cryptoautos,autos,CryptoAutos,"['Ethereum Ecosystem', 'Real World Assets (RWA)']",520110804.0,1000000000.0,1710,Uniswap V2 (Ethereum),0XF477AC7719E2E659001455CDDA0CC8F3AD10B604/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
crypto-com-chain,cro,Cronos,"['Smart Contract Platform', 'Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'GMCI Index']",27434852792.40044,97434852792.40044,46,Bitget,CRO/USDT
cryptofarmers,farm,CryptoFarmers,"['Gaming (GameFi)', 'Breeding', 'Gaming Utility Token', 'Simulation Games']",27485000.0,50000000.0,1305,Uniswap V3 (Polygon),0X5C15CDB9D43824DCA67FCEB1201E5ABEBE0B2CBC/0XC2132D05D31C914A87C6611C10748AEB04B58E8F
cryptogpt-token,lai,LayerAI,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'DWF Labs Portfolio', 'Rollup', 'AI Agents', 'DeFAI']",2294606592.993412,2895298317.653897,1828,Gate.io,LAI/USDT
crypto-trading-fund,ctf,Crypto Trading Fund,"['Polygon Ecosystem', 'XRP Ledger Ecosystem']",119899977.24089876,119899977.24089876,429,Quickswap,0X7B3BD12675C6B9D6993EB81283CB68E6EB9260B5/0X0D500B1D8E8EF31E21C99D1DB9A6444D3ADF1270
cudos,cudos,Cudos,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DePIN', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'Osmosis Ecosystem', 'Archway Ecosystem', 'Outlier Ventures Portfolio']",7375147428.0,9317568774.0,928,Uniswap V2 (Ethereum),0X817BBDBC3E8A1204F3691D14BB44992841E3DB35/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
curve-dao-token,crv,Curve DAO,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Curve Ecosystem', 'DWF Labs Portfolio', 'Stablecoin Protocol', 'Energi Ecosystem', 'Sora Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI DeFi Index', 'GMCI Index', 'Coinbase 50 Index']",1310929909.0,2245224840.66994,111,Binance,CRV/USDT
cyberconnect,cyber,CYBER,"['Smart Contract Platform', 'SocialFi', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Optimism Ecosystem', 'Layer 2 (L2)', 'Animoca Brands Portfolio', 'Multicoin Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'Cyber Ecosystem', 'Optimism Superchain Ecosystem']",37235883.71666667,100000000.0,693,MEXC,CYBER/USDT
czs-dog,broccoli,CZ'S Dog,"['BNB Chain Ecosystem', 'Meme', 'Dog-Themed', 'Binance Alpha Spotlight', 'Four.meme Ecosystem']",1000000000.0,1000000000.0,774,Binance,BROCCOLI714/USDT
dacxi,dxi,Dacxi,"['Education', 'Ethereum Ecosystem']",10000000000.0,10000000000.0,810,P2B,DXI/USDT
daddy-tate,daddy,Daddy Tate,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem']",599640873.286029,599640873.286029,974,Ourbit,DADDY/USDT
dai,dai,Dai,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",3138438135.360405,3125006313.021442,37,HTX,DAI/USDT
dao-maker,dao,DAO Maker,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Launchpad', 'DaoMaker Launchpad', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Step Network Ecosystem']",250926000.0,277524000.0,804,Gate.io,DAO/USDT
dar-open-network,d,Dar Open Network,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'AI Agents']",643112516.0,800000000.0,864,Bitget,D/USDT
dash,dash,Dash,"['Smart Contract Platform', 'Privacy', 'Masternodes', 'Alleged SEC Securities', 'Proof of Stake (PoS)', 'Proof of Work (PoW)', 'Made in USA']",12210644.22148328,12210644.22148328,214,Azbit,DASH/USDT
debtreliefbot,drb,DebtReliefBot,"['Meme', 'Base Ecosystem', 'AI Meme', 'Base Meme']",100000000000.0,100000000000.0,1423,LBank,DRB/USDT
deapcoin,dep,DEAPCOIN,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'Gaming Platform']",27526332268.328953,29892900001.328953,832,OKX,DEP/USDT
decentraland,mana,Decentraland,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Simulation Games', 'Coinbase 50 Index']",1867989768.65193,2193179327.320146,145,HTX,MANA/USDT
debridge,dbr,deBridge,"['Solana Ecosystem', 'Bridge Governance Tokens', 'Cross-chain Communication', 'Intent']",1800000000.0,9999986252.590248,642,HTX,DBR/USDT
decred,dcr,Decred,"['Smart Contract Platform', 'Privacy', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Proof of Work (PoW)', 'Blockchain Capital Portfolio', 'Made in USA']",16719302.99714918,16720208.06830615,261,Hotcoin,DCR/USDT
deep,deep,DeepBook,"['Infrastructure', 'Decentralized Finance (DeFi)', 'Sui Ecosystem']",2500000000.0,10000000000.0,305,Gate.io,DEEP/USDT
defi-money,money,Defi.money,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Arbitrum Ecosystem', 'Optimism Ecosystem', 'Fiat-backed Stablecoin']",10307919.19158362,10307919.19158362,1420,Curve (Optimism),0X0B2C639C533813F4AA9D7837CAF62653D097FF85/0X69420F9E38A4E60A62224C489BE4BF7A94402496
defi-kingdoms,jewel,DeFi Kingdoms,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Gaming (GameFi)', 'NFT', 'Automated Market Maker (AMM)', 'Metaverse', 'Avalanche Ecosystem', 'Play To Earn', 'Harmony Ecosystem', 'Metis Ecosystem', 'RPG', 'Gaming Governance Token', 'Gaming Utility Token', 'Avalanche L1', 'Appchains', 'Action Games']",112586496.4438134,120015710.6273316,1779,MEXC,JEWEL/USDT
defipulse-index,dpi,DeFi Pulse Index,"['Index', 'TokenSets Ecosystem', 'Decentralized Finance (DeFi)', 'DeFi Index', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem']",142387.2943107234,142387.2943107234,1448,Uniswap V2 (Ethereum),0X1494CA1F11D487C2BBE4543E90080AEBA4BA3C2B/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
defi-ssi,defi.ssi,DEFI.ssi,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'DeFi Index', 'Base Ecosystem']",26265092.46732936,26265092.46732936,1331,Uniswap V3 (Base),0X164FFDAE2FE3891714BC2968F1875CA4FA1079D0/0X833589FCD6EDB6E08F4C7C32D4F71B54BDA02913
defiway,defi,Defiway,['Polygon Ecosystem'],100000000.0,100000000.0,795,Uniswap V3 (Polygon),0X18C3EB88C972390120BB4ABD2F705C48F62E212C/0XC2132D05D31C914A87C6611C10748AEB04B58E8F
degate,dg,DeGate,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)']",387216318.0,1000000000.0,796,DeGate,0X53C8395465A84955C95159814461466053DEDEDE/0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48
degen-base,degen,Degen,"['Smart Contract Platform', 'Meme', 'Base Ecosystem', 'Layer 3 (L3)', 'Base Meme', 'Farcaster Ecosystem']",22286344304.241642,36987809511.49356,577,Gate.io,DEGEN/USDT
dego-finance,dego,Dego Finance,"['NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad']",21000000.0,21000000.0,780,MEXC,DEGO/USDT
delysium,agi,Delysium,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'AI Agents', 'Alameda Research Portfolio']",1593330145.733515,3000000000.0,408,Gate.io,AGI/USDT
dent,dent,Dent,"['Ethereum Ecosystem', 'DePIN']",95654960452.73587,100000000000.0,543,Hotcoin,DENT/USDT
department-of-government-efficiency,doge,Department Of Government Efficiency,"['Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Dog-Themed', 'Elon Musk-Inspired', 'PolitiFi', 'Made in USA']",979120253.5912844,979120253.5912844,1447,Gate.io,DOGEGOV/USDT
der-daku,daku,Daku,"['Solana Ecosystem', 'Meme', 'Pump.fun Ecosystem']",998999714.435893,998999714.435893,595,AscendEX (BitMax),DAKU/USDT
derive,drv,Derive,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Derivatives', 'Options', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Layer 2 (L2)', 'Base Ecosystem', 'DeFAI']",743132677.0,1000000000.0,1237,Aerodrome (Base),0X9D0E8F5B25384C7310CB8C6AE32C8FBEB645D083/0X4200000000000000000000000000000000000006
deso,deso,Decentralized Social,"['SocialFi', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Sequoia Capital Portfolio']",10532253.8854,10808492.6854,467,CoinEx,DESO/BTC
devve,devve,DevvE,"['Exchange-based Tokens', 'Layer 1 (L1)', 'Ethereum Ecosystem']",87389949.09224322,120000000.0,501,MEXC,DEVVE/USDT
dexalot,alot,Dexalot,"['Smart Contract Platform', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Base Ecosystem', 'Avalanche L1', 'Made in USA']",55622153.0,100000000.0,1009,Dexalot,ALOT/USDC
dexcheck,dck,DexCheck AI,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Analytics', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Launchpad', 'Ethereum Ecosystem', 'Telegram Apps', 'ChainGPT Launchpad', 'Poolz Finance Launchpad', 'AI Agents', 'Dex Aggregator', 'DeFAI']",704957158.6818228,961420922.0,1812,KuCoin,DCK/USDT
dexe,dexe,DeXe,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",57103774.56313077,96504599.33609451,91,Binance,DEXE/USDT
dextf,dextf,Memento,"['Decentralized Finance (DeFi)', 'Asset Manager', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'ZkSync Ecosystem', 'Real World Assets (RWA)']",65807235.4955907,100000000.0,1404,MEXC,DEXTF/USDT
dexnet,dexnet,DexNet,"['BNB Chain Ecosystem', 'DePIN']",400081911.9096198,3000000000.0,1210,XT.COM,DEXNET/USDT
dforce-token,df,dForce,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Multicoin Capital Portfolio', 'Energi Ecosystem']",999926146.6275177,999926146.6275177,624,Binance,DF/USDT
dia-data,dia,DIA,"['Infrastructure', 'Decentralized Finance (DeFi)', 'Oracle', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Sora Ecosystem', 'Outlier Ventures Portfolio']",119676104.0,168817248.0,702,HTX,DIA/USDT
diamond,dmd,Diamond,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)']",3857820.69051549,4380000.0,1540,BitMart,DMD/BTC
dhedge-dao,dht,dHEDGE DAO,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Asset Manager', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'DeFiance Capital Portfolio']",57366873.87528686,100000000.0,1772,CoinEx,DHT/USDT
diamond-launch,dlc,Diamond Launch,['BNB Chain Ecosystem'],445203056.0,1000000000.0,542,Bybit,DLC/USDT
dextools,dext,DexTools,"['Business Services', 'Analytics', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'OKX Ventures Portfolio']",78526102.40209083,120551255.0,1039,Coinbase Exchange,DEXT/USD
digibyte,dgb,DigiByte,"['Internet of Things (IOT)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Made in USA']",17614132840.61163,17621886792.64451,285,Binance,DGB/USDT
digits-dao,digits,Digits DAO,"['Yield Farming', 'Farming-as-a-Service (FaaS)', 'Ethereum Ecosystem']",790737270.422632,1000000000.0,1790,Uniswap V2 (Ethereum),0XBE56AB825FD35678A32DC35BC4EB17E238E1404F/0X6B175474E89094C44DA98B954EEDEAC495271D0F
dimitra,dmtr,Dimitra,"['Ethereum Ecosystem', 'Real World Assets (RWA)', 'DePIN']",971071677.3884498,971071677.3884498,1153,MEXC,DMTR/USDT
dimo,dimo,DIMO,"['Polygon Ecosystem', 'IoTeX Ecosystem', 'Ethereum Ecosystem', 'DePIN']",312650244.9302405,1000000000.0,1018,Uniswap V3 (Polygon),0XE261D618A959AFFFD53168CD07D12E37B26761DB/0X0D500B1D8E8EF31E21C99D1DB9A6444D3ADF1270
dinero-2,dinero,Dinero,"['Infrastructure', 'Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Metagovernance', 'Liquid Staking Governance Tokens', 'LSDFi', 'Curve Ecosystem', 'Liquid Staking']",707190126.1200055,1244331639.720217,1219,Uniswap V3 (Ethereum),0X6DF0E641FC9847C0C6FDE39BE6253045440C14D3/0XC02AAA39B223FE8D0A0E5C4F27EAD9083C756CC2
dingocoin,dingo,Dingocoin,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Dog-Themed', 'Proof of Work (PoW)']",107594400045.751,107594400045.751,1837,AscendEX (BitMax),DINGO/USDT
dione,dione,Dione,"['Energy', 'Smart Contract Platform', 'Layer 1 (L1)', 'Made in USA']",10145441353.45275,13433600526.0,1119,MEXC,DIONE/USDT
divi,divi,Divi,"['Smart Contract Platform', 'Masternodes', 'Ethereum Ecosystem', 'Proof of Stake (PoS)']",4241446458.343331,4247114792.028564,1625,AscendEX (BitMax),DIVI/USDT
district0x,dnt,district0x,"['Ethereum Ecosystem', 'Energi Ecosystem']",751221716.3251766,1000000000.0,1099,Bitvavo,DNT/EUR
dkargo,dka,dKargo,['Ethereum Ecosystem'],4686666667.0,5000000000.0,501,Upbit,DKA/KRW
dmail-network,dmail,Dmail Network,"['Communication', 'SocialFi', 'BNB Chain Ecosystem']",93782639.09,200000000.0,1491,Gate.io,DMAIL/USDT
dodo,dodo,DODO,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Coinbase Ventures Portfolio', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'Aurora Ecosystem', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Galaxy Digital Portfolio']",1000000000.0,1000000000.0,586,MEXC,DODO/USDT
dogeai-2,$dogeai,DOGEai,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Meme', 'Dog-Themed', 'AI Agents', 'Pump.fun Ecosystem']",760291144.665936,999945674.665936,1520,Raydium,9UYAYVVS2CZ3BNDBSOG1SCJBJFWYEPGXJE79HH5IPUMP/SO11111111111111111111111111111111111111112
dogecoin,doge,Dogecoin,"['Smart Contract Platform', 'Meme', 'Dog-Themed', 'Elon Musk-Inspired', 'Proof of Work (PoW)', 'GMCI Meme Index', 'GMCI 30 Index', 'GMCI Index', 'Coinbase 50 Index']",148702566383.7052,148726756383.7052,8,Binance,DOGE/USDT
dogelon-mars,elon,Dogelon Mars,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Cronos Ecosystem', 'Dog-Themed', 'Elon Musk-Inspired', 'Fuse Ecosystem']",549649971723242.3,1000000000000000.0,520,Raydium (CLMM),7GCIHGDB8FE6KNJN2MYTKZZCRJQY3T9GHDC8UHYMW2HR/7ZCM8WBN9ALA3O47SOYCTU6ILDJ7WKGG5SV2HE5CGTD5
doginme,doginme,doginme,"['Meme', 'Base Ecosystem', 'Dog-Themed', 'Base Meme', 'Farcaster Ecosystem']",67619338048.36427,67619338048.36427,694,LBank,DOGINME/USDT
