id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,closing_price
coti,coti,COTI,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'Alleged SEC Securities', 'Privacy Blockchain']",1792309031.0,2000000000.0,381,BINANCE,tether,COTIUSDT,0.07547
cow-protocol,cow,CoW Protocol,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Gnosis Chain Ecosystem', 'MEV Protection', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Intent', 'Delphi Ventures Portfolio', 'Blockchain Capital Portfolio']",417355137.2898283,1000000000.0,407,BINANCE,tether,COWUSDT,0.2781
covalent-x-token,cxt,Covalent X Token,"['Artificial Intelligence (AI)', 'Infrastructure', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Data Availability', 'Coinbase Ventures Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",917546431.3408602,1000000000.0,901,MEXC,tether,CXTUSDT,0.03059
credefi,credi,Credefi,"['Decentralized Finance (DeFi)', 'Tokenized Assets', 'BNB Chain Ecosystem', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)']",748573880.0,948573880.0,1952,GATEIO,tether,CREDIUSDT,0.00719
creatorbid,bid,CreatorBid,"['BNB Chain Ecosystem', 'Base Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'Binance Wallet IDO']",268466796.9,999979940.9,1332,MEXC,tether,BIDUSDT,0.04963
creditcoin-2,ctc,Creditcoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'DWF Labs Portfolio', 'Proof of Stake (PoS)']",449416053.0,599999997.0,205,MEXC,tether,CTCUSDT,0.6754
crossfi-2,xfi,CrossFi,"['Smart Contract Platform', 'Layer 2 (L2)']",42253610.0,378432000.0,1808,MEXC,tether,XFIUSDT,0.1399
cross-the-ages,cta,Cross The Ages,"['Gaming (GameFi)', 'NFT', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Card Games', 'Gaming Utility Token']",425941693.4456638,500000000.0,1656,MEXC,tether,CTAUSDT,0.02581
crvusd,crvusd,crvUSD,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",160046308.1932716,160046308.1932716,339,GATEIO,tether,CRVUSDUSDT,0.9979
cryptex-finance,ctx,Cryptex Finance,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Synthetic Issuer', 'Ethereum Ecosystem', 'Base Ecosystem', 'Synthetic', 'Made in USA']",7515896.951174722,10000000.0,1316,HUOBI,tether,CTXUSDT,1.8159
curve-dao-token,crv,Curve DAO,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Curve Ecosystem', 'DWF Labs Portfolio', 'Stablecoin Protocol', 'Energi Ecosystem', 'Sora Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI DeFi Index', 'GMCI Index', 'Coinbase 50 Index']",1336438671.0,2254447142.894361,97,BINANCE,tether,CRVUSDT,0.6916
cyberconnect,cyber,CYBER,"['Smart Contract Platform', 'SocialFi', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Optimism Ecosystem', 'Layer 2 (L2)', 'Animoca Brands Portfolio', 'Multicoin Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'Cyber Ecosystem', 'Optimism Superchain Ecosystem']",37597000.38666666,100000000.0,697,BINANCE,tether,CYBERUSDT,1.195
czs-dog,broccoli,CZ'S Dog,"['BNB Chain Ecosystem', 'Meme', 'Dog-Themed', 'Binance Alpha Spotlight', 'Four.meme Ecosystem']",1000000000.0,1000000000.0,909,MEXC,tether,BROCCOLIUSDT,0.03044
dacxi,dxi,Dacxi,"['Education', 'Ethereum Ecosystem']",10000000000.0,10000000000.0,906,P2B,tether,DXIUSDT,
daddy-tate,daddy,Daddy Tate,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem']",599640195.2,599640195.2,988,MEXC,tether,DADDYUSDT,0.0428
dai,dai,Dai,"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",3247107073.042004,3247107073.042004,38,LBank,dai,DAIDAI,
dao-maker,dao,DAO Maker,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Launchpad', 'DaoMaker Launchpad', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Step Network Ecosystem']",250926000.0,277524000.0,833,MEXC,tether,DAOUSDT,0.1371
dark-eclipse,dark,Dark Eclipse,"['Solana Ecosystem', 'Pump.fun Ecosystem']",999957849.0,999957849.0,997,MEXC,tether,DARKUSDT,0.018415
dar-open-network,d,Dar Open Network,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'AI Agents']",643112516.0,800000000.0,918,BINANCE,tether,DUSDT,0.04324
dash,dash,Dash,"['Smart Contract Platform', 'Privacy', 'Masternodes', 'Alleged SEC Securities', 'Proof of Stake (PoS)', 'Proof of Work (PoW)', 'Made in USA']",12241185.56644727,12241581.32935157,224,BINANCE,tether,DASHUSDT,21.71
deapcoin,dep,DEAPCOIN,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'Gaming Platform']",27526332268.328953,29892900001.328953,868,MEXC,tether,DEPUSDT,0.0012059
debridge,dbr,deBridge,"['Solana Ecosystem', 'Bridge Governance Tokens', 'Cross-chain Communication', 'Intent']",2910769231.0,10000000000.0,719,MEXC,tether,DBRUSDT,0.01582
decentraland,mana,Decentraland,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Simulation Games', 'Coinbase 50 Index']",1867979867.5519304,2193179327.320146,139,BINANCE,tether,MANAUSDT,0.29
decred,dcr,Decred,"['Smart Contract Platform', 'Privacy', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Proof of Work (PoW)', 'Blockchain Capital Portfolio', 'Made in USA']",16766082.46560966,16767028.55,259,BINANCE,tether,DCRUSDT,12.27
defi-kingdoms,jewel,DeFi Kingdoms,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Gaming (GameFi)', 'NFT', 'Automated Market Maker (AMM)', 'Metaverse', 'Avalanche Ecosystem', 'Play To Earn', 'Harmony Ecosystem', 'Metis Ecosystem', 'RPG', 'Gaming Governance Token', 'Gaming Utility Token', 'Avalanche L1', 'Appchains', 'Action Games']",112528043.8447322,119940666.1259793,1849,MEXC,tether,JEWELUSDT,0.04658
defi-ssi,defi.ssi,DEFI.ssi,"['Crypto-Backed Tokens', 'Decentralized Finance (DeFi)', 'DeFi Index', 'Base Ecosystem']",26265009.84458913,26265009.84458913,1375,Uniswap v3 (Base),usd-coin,DEFI.SSIUSDC,
degate,dg,DeGate,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)']",387216318.0,1000000000.0,947,DeGate,usd-coin,DGUSDC,
degen-base,degen,Degen,"['Smart Contract Platform', 'Meme', 'Base Ecosystem', 'Layer 3 (L3)', 'Base Meme', 'Farcaster Ecosystem']",22961072308.760387,36965935954.0,585,MEXC,tether,DEGENUSDT,0.00279
dego-finance,dego,Dego Finance,"['NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad']",21000000.0,21000000.0,783,BINANCE,tether,DEGOUSDT,1.789
delysium,agi,Delysium,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'AI Agents', 'Alameda Research Portfolio']",1651403929.386265,3000000000.0,429,MEXC,tether,AGIUSDT,0.06089
dent,dent,Dent,"['Ethereum Ecosystem', 'DePIN']",95654960452.73589,100000000000.0,548,BINANCE,tether,DENTUSDT,0.000754
department-of-government-efficiency,doge,Department Of Government Efficiency,"['Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Dog-Themed', 'Elon Musk-Inspired', 'PolitiFi', 'Made in USA']",979120253.5912844,979120253.5912844,1387,BINANCE,tether,DOGEUSDT,0.17039
der-daku,daku,Daku,"['Solana Ecosystem', 'Meme', 'Pump.fun Ecosystem']",998999680.6,998999680.6,616,AscendEX (BitMax),tether,DAKUUSDT,
derive,drv,Derive,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Derivatives', 'Options', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Layer 2 (L2)', 'Base Ecosystem', 'DeFAI']",791708636.0,1000000000.0,1092,GATEIO,tether,DRVUSDT,0.02933
deso,deso,Decentralized Social,"['SocialFi', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Sequoia Capital Portfolio']",10532253.89,10808492.69,592,HUOBI,tether,DESOUSDT,6.0193
devve,devve,DevvE,"['Exchange-based Tokens', 'Layer 1 (L1)', 'Ethereum Ecosystem']",87389949.09224322,120000000.0,611,MEXC,tether,DEVVEUSDT,0.6131
dexe,dexe,DeXe,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",57103774.56313077,96504599.33609451,112,BINANCE,tether,DEXEUSDT,14.503
dexalot,alot,Dexalot,"['Smart Contract Platform', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Base Ecosystem', 'Avalanche L1', 'Made in USA']",56202179.0,100000000.0,1066,Dexalot,usd-coin,ALOTUSDC,
dexcheck,dck,DexCheck AI,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Analytics', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Launchpad', 'Ethereum Ecosystem', 'Telegram Apps', 'ChainGPT Launchpad', 'Poolz Finance Launchpad', 'AI Agents', 'Dex Aggregator', 'DeFAI']",704957158.6818228,961420922.0,1738,MEXC,tether,DCKUSDT,0.009091
dexnet,dexnet,DexNet,"['BNB Chain Ecosystem', 'DePIN']",400081911.9096198,3000000000.0,1394,XT.COM,tether,DEXNETUSDT,
dextools,dext,DexTools,"['Business Services', 'Analytics', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'OKX Ventures Portfolio']",78526102.40209083,120551255.0,1192,CoinEx,tether,DEXTUSDT,0.2145
dforce-token,df,dForce,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Multicoin Capital Portfolio', 'Energi Ecosystem']",999926146.6275176,999926146.6275176,675,BINANCE,tether,DFUSDT,0.05777
dextf,dextf,Memento,"['Decentralized Finance (DeFi)', 'Asset Manager', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'ZkSync Ecosystem', 'Real World Assets (RWA)']",65807235.5,100000000.0,1638,MEXC,tether,DEXTFUSDT,0.11472
dia-data,dia,DIA,"['Infrastructure', 'Decentralized Finance (DeFi)', 'Oracle', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Sora Ecosystem', 'Outlier Ventures Portfolio']",119676104.0,168817248.0,583,BINANCE,tether,DIAUSDT,0.5183
diamond-launch,dlc,Diverge Loop,"['Analytics', 'BNB Chain Ecosystem']",890000000.0,1000000000.0,358,MEXC,tether,DLCUSDT,9.61e-05
digibyte,dgb,DigiByte,"['Internet of Things (IOT)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Made in USA']",17664666971.05611,17665604271.85366,323,BINANCE,tether,DGBUSDT,0.00889
digitalbits,xdb,XDB CHAIN,"['Smart Contract Platform', 'Layer 1 (L1)', 'Real World Assets (RWA)']",17057062634.0,18765762572.0,1944,MEXC,tether,XDBUSDT,0.000304
dimo,dimo,DIMO,"['Polygon Ecosystem', 'IoTeX Ecosystem', 'Ethereum Ecosystem', 'DePIN']",321029650.5197283,1000000000.0,1037,GATEIO,tether,DIMOUSDT,0.07301
dimitra,dmtr,Dimitra,"['Ethereum Ecosystem', 'Real World Assets (RWA)', 'DePIN']",971071677.3884498,971071677.3884498,1045,MEXC,tether,DMTRUSDT,0.02151
dione,dione,Dione,"['Energy', 'Smart Contract Platform', 'Layer 1 (L1)', 'Made in USA']",10145441353.45275,13433600526.0,1206,MEXC,tether,DIONEUSDT,0.00147
divi,divi,Divi,"['Smart Contract Platform', 'Masternodes', 'Ethereum Ecosystem', 'Proof of Stake (PoS)']",4274442196.013782,4274933721.995804,1684,AscendEX (BitMax),tether,DIVIUSDT,
dmail-network,dmail,Dmail Network,"['Communication', 'SocialFi', 'BNB Chain Ecosystem']",94280794.04,200000000.0,1506,MEXC,tether,DMAILUSDT,0.0911
dodo,dodo,DODO,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Coinbase Ventures Portfolio', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Pantera Capital Portfolio', 'Aurora Ecosystem', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Galaxy Digital Portfolio']",1000000000.0,1000000000.0,695,BINANCE,tether,DODOUSDT,0.0446
dogeai-2,$dogeai,DOGEai,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Meme', 'Dog-Themed', 'AI Agents', 'Pump.fun Ecosystem']",766709785.2,999818568.6,1862,LBank,tether,$DOGEAIUSDT,
dogecoin,doge,Dogecoin,"['Smart Contract Platform', 'Meme', 'Dog-Themed', 'Elon Musk-Inspired', 'Proof of Work (PoW)', 'GMCI Meme Index', 'GMCI 30 Index', 'GMCI Index', 'Coinbase 50 Index']",149049146383.7052,149066056383.7051,8,BINANCE,first-digital-usd,DOGEFDUSD,0.17154
dogelon-mars,elon,Dogelon Mars,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Polygon Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Cronos Ecosystem', 'Dog-Themed', 'Elon Musk-Inspired', 'Fuse Ecosystem']",549649971723242.3,1000000000000000.0,565,MEXC,tether,ELONUSDT,1.26e-07
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'Bitcoin Ecosystem', 'Runes']",100000000000.0,100000000000.0,228,MEXC,tether,DOGUSDT,0.002716
doginme,doginme,doginme,"['Meme', 'Base Ecosystem', 'Dog-Themed', 'Base Meme', 'Farcaster Ecosystem']",67619338048.36427,67619338048.36427,858,MEXC,tether,DOGINMEUSDT,0.0004565
dogs-2,dogs,Dogs,"['Meme', 'Dog-Themed', 'TON Ecosystem', 'TON Meme']",516750000000.0,550000000000.0,531,BINANCE,tether,DOGSUSDT,0.0001406
dogwifcoin,wif,dogwifhat,"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'GMCI Meme Index', 'GMCI Index']",998926392.0,998926392.0,133,BINANCE,tether,WIFUSDT,0.544
dola-usd,dola,DOLA,"['Stablecoins', 'USD Stablecoin', 'BNB Chain Ecosystem', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",63498450.21923104,214256751.2172514,611,Uniswap v3 (Base),usd-coin,DOLAUSDC,
dolomite,dolo,Dolomite,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Venture Capital Portfolios', 'Dex Aggregator']",361694000.0,1000000000.0,1261,MEXC,tether,DOLOUSDT,0.04823
dora-factory-2,dora,Dora Factory,['Ethereum Ecosystem'],1000000000.0,1000000000.0,1030,MEXC,tether,DORAUSDT,0.02452
duckchain-token,duck,DuckChain Token,"['Smart Contract Platform', 'TON Ecosystem', 'Appchains', 'DuckChain Ecosystem']",5900000000.0,10000000000.0,1214,MEXC,tether,DUCKUSDT,0.002483
dusk-network,dusk,DUSK,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'Real World Assets (RWA)', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Privacy Blockchain']",500000000.0,500000000.0,765,BINANCE,tether,DUSKUSDT,0.0762
dydx,ethdydx,dYdX,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Ethereum Ecosystem', 'Paradigm Portfolio']",88426833.55905755,213819959.6919886,643,BYBIT,tether,ETHDYDXUSDT,
dydx-chain,dydx,dYdX,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Cosmos Ecosystem', 'Perpetuals', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'Appchains', 'DragonFly Capital Portfolio', 'DeFiance Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI DeFi Index', 'Delphi Ventures Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA']",765849024.3943241,881171965.2,146,BINANCE,tether,DYDXUSDT,0.5823
dymension,dym,Dymension,"['Smart Contract Platform', 'Cosmos Ecosystem', 'Modular Blockchain', 'Osmosis Ecosystem', 'Rollups-as-a-Service (RaaS)']",280395256.0,1000000000.0,456,BINANCE,tether,DYMUSDT,0.279
ecash,xec,eCash,"['Smart Contract Platform', 'Layer 1 (L1)', 'Bitcoin Fork', 'Proof of Work (PoW)']",19858500000000.0,19858500000000.0,164,BINANCE,tether,XECUSDT,2.108e-05
ecoin-2,ecoin,Ecoin,"['XDC Ecosystem', 'Telos Ecosystem']",461122000000.0,1000000000000.0,475,ProBit Global,tether,ECOINUSDT,
ecomi,omi,ECOMI,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Collectibles', 'Play To Earn', 'Ethereum Ecosystem', 'Base Ecosystem', 'Energi Ecosystem']",270952000000.0,310882000000.0,646,MEXC,tether,OMIUSDT,0.000193
ecox,ecox,ECOx,"['Ethereum Ecosystem', 'Coinbase Ventures Portfolio']",495045923.3,998366082.2,1354,GATEIO,tether,ECOXUSDT,0.02973
edu-coin,edu,Open Campus,"['Education', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Binance Launchpad', 'YZi Labs (Prev. Binance Labs) Portfolio']",260104168.7,1000000000.0,806,BINANCE,tether,EDUUSDT,0.1287
eigenlayer,eigen,Eigenlayer,"['Infrastructure', 'Ethereum Ecosystem', 'Data Availability', 'Restaking', 'Polychain Capital Portfolio', 'Made in USA']",262190048.7504022,1721281227.305069,242,BINANCE,tether,EIGENUSDT,0.825
electroneum,etn,Electroneum,"['Smart Contract Platform', 'Layer 1 (L1)']",17979817605.0,21000000000.0,1035,MEXC,tether,ETNUSDT,0.00156
electronic-usd,eusd,Electronic USD,"['Stablecoins', 'USD Stablecoin', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",22593955.17334496,22593955.17334496,1086,Curve (Ethereum),usd-coin,EUSDUSDC,
electra-protocol,xep,Electra Protocol,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Layer 1 (L1)', 'Proof of Stake (PoS)']",18181799082.82639,29500005853.0,1918,MEXC,tether,XEPUSDT,0.0002629
elephant-money-trunk,trunk,Elephant Money (TRUNK),"['BNB Chain Ecosystem', 'Solana Ecosystem']",118600493.64270428,118600493.64270428,1676,PancakeSwap (v2),binance-peg-busd,TRUNKBUSD,
elixir-deusd,deusd,Elixir deUSD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",177241769.5823456,177241769.5823456,314,Curve (Ethereum),usd-coin,DEUSDUSDC,
elixir-finance,elx,Elixir,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Stablecoin Protocol', 'RWA Protocol']",159659181.0,1000000000.0,1152,MEXC,tether,ELXUSDT,0.10325
elixir-staked-deusd,sdeusd,Elixir Staked deUSD,"['Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Yield-Bearing Stablecoin']",116079792.3240208,116079792.3240208,411,Balancer V2,elixir-deusd,SDEUSDDEUSD,
elon4afd,elon4afd,Elon4AfD,"['Solana Ecosystem', 'Meme', 'Elon Musk-Inspired', 'Pump.fun Ecosystem']",999969805.7,999969805.7,1265,MEXC,tether,ELON4AFDUSDT,0.01312
ellipsis,eps,Ellipsis [OLD],"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem']",698445817.3905587,723701571.8,1397,Mdex BSC,binance-peg-busd,EPSBUSD,
elrond-erd-2,egld,MultiversX,"['Smart Contract Platform', 'Layer 1 (L1)', 'MultiversX Ecosystem', 'Binance Launchpad', 'DWF Labs Portfolio', 'Proof of Stake (PoS)', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI Layer 1 Index', 'GMCI Index', 'Coinbase 50 Index']",28179675.0,28179675.0,151,BINANCE,tether,EGLDUSDT,15.46
elys-network,elys,Elys,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)']",31027031.88,150774075.3,1733,MEXC,tether,ELYSUSDT,0.2035
endurance,ace,Fusionist,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'RPG', 'Strategy Games', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Endurance Ecosystem']",55941443.0,146307870.0,823,BINANCE,tether,ACEUSDT,0.581
energy-web-token,ewt,Energy Web,"['Energy', 'Polkadot Ecosystem', 'Gnosis Chain Ecosystem', 'Regenerative Finance (ReFi)', 'Real World Assets (RWA)', 'Blockchain Capital Portfolio']",60459058.91763741,69017450.95,796,MEXC,tether,EWTUSDT,0.673
enjincoin,enj,Enjin Coin,"['Entertainment', 'Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Layer 1 (L1)', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Gaming Blockchains', 'Energi Ecosystem']",1834702800.0,1890701224.068143,345,BINANCE,tether,ENJUSDT,0.0737
enq-enecuum,enq,Enecuum,"['Smart Contract Platform', 'Masternodes', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",293420308.3,293420308.3,1309,ProBit Global,tether,ENQUSDT,
entangle,ntgl,Entangle,"['Smart Contract Platform', 'Oracle', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Cross-chain Communication', 'Consensys Portfolio']",603877356711.5198,843000000000.0,335,GATEIO,tether,NTGLUSDT,
eos,eos,EOS,"['Smart Contract Platform', 'DWF Labs Portfolio', 'GMCI Layer 1 Index', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",1516885789.0,2100000000.0,90,BINANCE,tether,EOSUSDT,0.7062
epic-cash,epic,Epic Cash,"['Smart Contract Platform', 'Privacy', 'Layer 1 (L1)', 'Zero Knowledge (ZK)', 'Proof of Work (PoW)']",18502854.0,18504998.0,1849,BINANCE,tether,EPICUSDT,1.33
epic-chain,epic,Epic Chain,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Real World Assets (RWA)']",22245827.49879068,30000000.0,926,BINANCE,tether,EPICUSDT,1.33
ergo,erg,Ergo,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Privacy Blockchain']",80604732.0,97739924.0,611,MEXC,tether,ERGUSDT,0.7136
e-radix,exrd,e-Radix,['Ethereum Ecosystem'],831540076.3616747,831540076.3616747,1703,UNISWAP,usd-coin,EXRDUSDC,0.00838304
escoin-token,elg,Escoin,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']",184209191.10459575,250000000.0,690,MEXC,tether,ELGUSDT,0.2611
ethena-staked-usde,susde,Ethena Staked USDe,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Yield-Bearing Stablecoin']",1801817072.177965,1801817072.177965,58,Uniswap V4 (Ethereum),tether,SUSDEUSDT,
ethena,ena,Ethena,"['Decentralized Finance (DeFi)', 'Binance Launchpool', 'Ethereum Ecosystem', 'Stablecoin Protocol', 'DragonFly Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Delphi Ventures Portfolio', 'OKX Ventures Portfolio', 'World Liberty Financial Portfolio']",5553125000.0,15000000000.0,66,BINANCE,tether,ENAUSDT,0.2781
ethereum-classic,etc,Ethereum Classic,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Coinbase 50 Index']",151717776.5927992,151726523.5012132,49,BINANCE,tether,ETCUSDT,15.92
ethereum,eth,Ethereum,"['Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'FTX Holdings', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Delphi Ventures Portfolio', 'Galaxy Digital Portfolio', 'GMCI Index', 'World Liberty Financial Portfolio', 'Coinbase 50 Index']",120730454.5431191,120730454.5431191,2,BINANCE,tether,ETHUSDT,1802.51
ethena-usde,usde,Ethena USDe,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Fiat-backed Stablecoin']",4667155069.616479,4667155069.616479,31,MEXC,tether,USDEUSDT,0.9998
ethereum-name-service,ens,Ethereum Name Service,"['NFT', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Name Service']",33165585.054507963,100000000.0,134,BINANCE,tether,ENSUSDT,17.52
ether-fi,ethfi,Ether.fi,"['Decentralized Finance (DeFi)', 'Binance Launchpool', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Governance Tokens', 'Ether.fi Ecosystem', 'Consensys Portfolio', 'OKX Ventures Portfolio']",234388184.0,1000000000.0,358,BINANCE,tether,ETHFIUSDT,0.513
